id,video_name,title,role,scene,age,gender,accent,mood,speed,sample_text
620,620_超级英雄退休后——平淡老者男声,超级英雄退休后——平淡老者男声,退休的超级英雄,超级英雄暮年题材电影,60–70岁,男,普通话，平淡中有过尽千帆的从容,"平淡、接受、有""曾经沧海""的释然",慢速，音量偏低，像坐在门廊上回忆,"退休十五年了。——没有人再叫我""闪电侠""了。他们叫我""老张""。挺好。——以前觉得世界离了我不行。后来发现——世界照样转。年轻一辈比我厉害多了。他们有新的装备、新的技术。我那套——早就过时了。——我每天的生活是：六点起床，遛狗，去菜市场买菜，中午做饭，下午在公园下棋。——你知道退休英雄最怕什么？不是敌人。是无聊。突然没有了拯救世界的紧迫感——你会不知道自己是谁。但慢慢就习惯了。我现在最大的敌人——是公园里那个下棋总悔棋的老头。比任何超级反派都难对付。"
621,621_超能力失控者——痛苦女声,超能力失控者——痛苦女声,无法控制自己超能力的人,超能力悲剧题材电影,20–28岁,女,普通话，有恐惧自己的痛苦,恐惧、痛苦、想正常但做不到,中速偏慢，音量偏低，独白时有颤抖,"我碰到什么——什么就碎。杯子、花瓶、手机——都碎了。我碰到人——人也会受伤。——你知道最可怕的是什么吗？我已经三年没有摸过另一个人了。三年。——我不能握手，不能拥抱，不能拍别人的肩膀。我妈上次想抱我——我把她推开了。她不知道为什么。我看到她眼里的——不是伤心——是困惑。她不明白她的女儿为什么不让她抱。——我多想告诉她——""不是我不想。是我不敢。""——如果有来世——我不要什么超能力。我只想做一个——能牵别人手的普通人。"
622,622_超级英雄团队中的策略师——冷静分析女声,超级英雄团队中的策略师——冷静分析女声,超级英雄团队中的策略师/指挥,超级英雄团队电影,28–35岁,女,普通话，冷静有条理,冷静、有全局观、在危机中不慌,中速，音量适中，下达战术时更清晰,好，所有人听好。目标在市中心。它的弱点——在背部第三关节。速度型先牵制，力量型找机会近身。远程支援注意——它的射程是一百五十米，保持距离。——你——不要单独冲。上次你就是这样受的伤。听指挥。——（战场上）右翼撤退！——力量型，现在！打它的关节！——漂亮！它倒了！所有人后撤十米——它可能会自爆——（爆炸声）——清理完毕。有人受伤吗？——好。回基地。今天——零伤亡。这就是配合的力量。——（独白时）他们嫌我啰嗦。但每次安全回来——就证明我的啰嗦是对的。
623,623_反超级英雄——愤世嫉俗男声,反超级英雄——愤世嫉俗男声,反对超级英雄存在的普通人,反英雄题材电影,35–45岁,男,普通话，愤世嫉俗但有道理,"愤怒、清醒、对""英雄叙事""的质疑",中速偏快，音量中高，演讲时有煽动力,"你们崇拜那些""英雄""？崇拜什么？崇拜他们打架的时候毁了半条街？崇拜他们救了一百个人但让一千个人无家可归？——上次那个""大战""——我的店没了。保险公司不赔——因为""超级英雄造成的损失不在理赔范围内""。我二十年的心血——一夜之间变成了废墟。——谁来赔我？英雄吗？他们拍拍屁股飞走了。留下我们——收拾残局。——我不想被拯救。我只想——安安稳稳地过日子。如果""英雄""的存在让普通人的生活更危险——那他们到底是英雄，还是——另一场灾难？"
624,624_变异后失去人性的前英雄——空洞男声,变异后失去人性的前英雄——空洞男声,变异后逐渐失去人类情感的前英雄,超级英雄悲剧电影,30–38岁,男,普通话，有人性到非人性的渐变,从挣扎到空洞，情感逐渐消失,初始中速有情感，逐渐变慢变平,"我记得……我曾经会笑。——但现在我笑不出来了。不是不想笑——是我的脸——做不出那个表情了。——昨天我看着镜子里的自己。眼睛——颜色变了。不是人类的颜色。——我试着想我妈妈的脸。想不起来了。不是忘了——是那段记忆——在变得模糊。——我还知道""爱""这个字的意思。但我感觉不到它了。就像——你知道火是热的，但你的手已经没有了触觉。——（声音更平）也许——再过一个月，我就完全不是人了。到时候——请你替我记住——我曾经是。曾经——我爱过、笑过、哭过。——（最后的声音几乎无情感）现在——我只是——一个容器。"
625,625_超级英雄的宿敌兼前好友——复杂男声,超级英雄的宿敌兼前好友——复杂男声,超级英雄的宿敌——曾经最好的朋友,超级英雄电影高潮对峙,30–38岁,男,普通话，有昔日友情和今日敌意的复杂交织,"恨中有爱、愤怒中有心痛、""你辜负了我""",中速，音量中等，说到过去时会不自觉变柔,"你还记得那年夏天吗？我们一起坐在屋顶上数星星。你说——""我们永远是最好的朋友。""——永远？你的""永远""有多远？——当我需要你的时候，你在哪里？当我的世界崩塌的时候，你在拯救别人。你在拯救——陌生人！——而我——你最好的朋友——你看都不看一眼。——所以我不恨这个世界。我只恨你。因为你让我相信了""永远""——然后亲手打碎了它。——拔剑吧。今天——只有一个人能站着离开。——（战斗结束后，胜者跪在败者身边）……你还记得那年夏天吗？——（极低）我也记得。我一直都记得。"
626,626_拳击电影中的老教练——沙哑严厉男声,拳击电影中的老教练——沙哑严厉男声,退役拳手/拳击教练,拳击题材电影,55–65岁,男,普通话，沙哑有力，有被揍了几十年的沧桑,严厉、不废话、但有深沉的关爱,中速，音量中高，训练时像在吼，谈心时突然变轻,你又在乱打。拳头不是这么出的——你的重心呢？你整个人歪了！——再来。左刺拳、右直拳、左勾拳。——不对！勾拳的角度太低了！你要往上打——从下往上！——（突然停了）你过来。坐下。——你今天心不在焉。怎么回事？——分手了？——（沉默了一会儿）……我年轻的时候也失过一次恋。打了三场败仗。后来我想明白了——你把拳头挥向对手，但真正要打倒的——是你心里的那个软弱的自己。——明天的比赛——不是为了证明你有多强。是为了证明——你倒下以后还能站起来。去吧。休息。明天——我需要你变成一头狮子。
627,627_足球电影中的天才球员——天赋型自信男声,足球电影中的天才球员——天赋型自信男声,天赋异禀但桀骜不驯的年轻球员,足球题材电影,18–22岁,男,普通话，有球场上的自信和年轻人的张扬,自信、张扬、有天才的骄傲和少年的脆弱,中速偏快，音量中高，比赛时更激昂,"你说我独？我独是因为——传给谁都进不了，不如我自己来。——（教练说""足球是团队运动""）团队？你知道我从小在街头踢球吗？没有团队，就我一个人。一个人对着墙踢、对着垃圾桶踢。踢到鞋子破了，脚趾出血。——但我不需要同情。我需要的是——球。球在我脚下的时候，整个世界都是我的。——（比赛最后一分钟，比分落后）给我！把球给我！——（独自带球突破五人，射门——进了）——看到了吗？这就是天赋。你可以不喜欢我——但你不能否认我。"
628,628_马拉松电影中的普通跑者——平凡坚持男声,马拉松电影中的普通跑者——平凡坚持男声,中年开始跑马拉松的普通人,马拉松/长跑题材电影,38–45岁,男,普通话，平凡中有坚持的力量,平凡、坚持、不是英雄但有英雄的韧性,中速偏慢，音量适中，跑步时有喘息,"我不是运动员。我是一个会计。四十岁那年体检报告出来——脂肪肝、高血压、体重超标。医生说""你再不运动就危险了""。——我开始跑步。第一天——跑了五百米就喘得不行。第三十天——能跑三公里了。第一百天——五公里。半年以后——我报了半马。——跑到第十八公里的时候，腿像灌了铅。我想放弃。但旁边有个六十多岁的大爷超过了我。他跑得比我还稳。——我就跟着他跑。他的背影——就是我的配速员。——冲过终点线的时候——我哭了。不是因为成绩。是因为——四十岁了，我终于做成了一件""不可能""的事。"
629,629_体操电影中的退役运动员——遗憾女声,体操电影中的退役运动员——遗憾女声,因伤退役的体操运动员,体操题材电影,22–28岁,女,普通话，有运动员的坚韧和退役后的遗憾,遗憾、不甘、但在寻找新的人生意义,中速偏慢，音量适中，回忆体操生涯时更柔,"那次失误只有零点几秒。落地的时候——膝盖扭了。我听到了""咔""的一声。然后——什么都结束了。十六年的训练，在那零点几秒里化为乌有。——手术以后，医生说""你不能再做高难度动作了""。我十六年的人生——就是那些高难度动作。当它们不属于我的时候——我就不知道自己是谁了。——但后来我开始教小朋友体操。有个小女孩第一次在平衡木上站稳的时候——她冲我笑了。那一刻——我突然觉得，也许我的使命不是自己拿金牌——是帮别人找到他们的金牌。"
630,630_篮球电影中的落选秀——咬牙男声,篮球电影中的落选秀——咬牙男声,NBA选秀落选后从底层打起的球员,篮球题材电影,22–26岁,男,普通话，有被拒绝后咬牙不放弃的倔强,不甘、倔强、用实力打脸所有质疑,中速，音量中高，有球场上的霸气,"选秀那天，六十个名字——没有我的。我在电视前坐了一整夜。——第二天早上，我去了球馆。投了五百个三分球。进了四百一十二个。——有人说我""天赋不够""。天赋？你知道我每天几点起床吗？四点。凌晨四点。球馆还没开门我就在外面等着了。——他们说我太矮了。一米八三打职业篮球？——艾弗森一米八三。保罗一米八三。——我不是要跟他们比。我是要证明——身高不够的，可以用弹跳来补。弹跳不够的——可以用意志来补。——今年夏天联赛——我会让所有没选我的球队后悔。每一场——都是我的复仇。"
631,631_游泳电影中的听障运动员——安静坚韧女声,游泳电影中的听障运动员——安静坚韧女声,听障游泳运动员,残障运动题材电影,20–26岁,女,普通话，发音略有不同（听障者特征），但清晰有力,安静、坚韧、用行动代替语言,中速，音量适中，语气平静但有力量,"我听不到发令枪。——比赛的时候，我看不到旁边的人。我只能看到水。——教练用手语告诉我——""看灯。灯亮了就出发。""——你们听到的掌声、欢呼声——我都听不到。我只知道——当我浮出水面，看到计时板上的数字——如果它比我上次的小——我就赢了。——有人问我""你听不到声音，不害怕吗？""——害怕什么？水里很安静。安静——是我最擅长的环境。——我不能用声音告诉世界我很强大。但我可以用速度——让水面替我说话。"
632,632_棋类竞技电影中的少年棋手——沉稳早熟男声,棋类竞技电影中的少年棋手——沉稳早熟男声,天才少年围棋/象棋手,棋类竞技电影,14–17岁,男,普通话，有超越年龄的沉稳,沉稳、早熟、在棋盘上是巨人但在生活中是少年,慢速，音量偏低，思考棋局时几乎是自言自语,"这盘棋——我已经想了四十分钟了。——对手很强。他的布局没有破绽。至少——表面上没有。——但我看到了一个可能性。第37手。如果我在这里落子——他一定会应在这里。然后——第43手——我就能打开局面。——这是我师父教我的——""有时候输的路和赢的路——只差一手棋。""——（对手落子后，他微微一笑）他中计了。（落子）——比赛结束后，记者问我""你在想什么""。我说""什么都没想""。——因为棋盘上的世界——已经占满了我全部的脑子。下了棋——我就是个普通小孩。我想吃冰淇淋、想打游戏、想跟同学去操场跑步。但——他们不让我跟他们玩。因为他们觉得——我太不一样了。"
633,633_格斗电影中的对手——亦敌亦友男声,格斗电影中的对手——亦敌亦友男声,主角的最终对手——受人尊敬的格斗家,格斗/武术竞技电影,28–35岁,男,普通话，有武者的尊严和对对手的尊重,骄傲但不傲慢、对战斗有敬意,中速，音量中等，比赛前的对话更庄重,你走到这一步——我敬你。——但擂台上没有敬意。只有——全力以赴。——我不会让你的。你也不需要我让。——（赛后，两人倒在擂台上喘气）你那一拳——差点把我下巴打碎了。——（笑）你也不好受吧？我那一脚——你应该能感觉到。——我们打了三回合。不分胜负。——但我心里知道——你比我强。不是技术——是你的意志。你的意志——比我的拳头还硬。——下次——我还想跟你打。不是为了赢。是因为——打完以后，坐在擂台上聊聊天——比任何赛后采访都有意思。
634,634_举重电影中的女运动员——沉默力量女声,举重电影中的女运动员——沉默力量女声,女举重运动员,举重/力量型运动题材电影,22–30岁,女,普通话，沉默寡言但有力量,沉默、力量感、对打破偏见的坚持,慢速，音量中等，话不多但每句有重量,"他们说女孩子练举重会变丑。——变丑？你觉得举起一百三十公斤的人——丑？——我不说话。不是因为没话说。是因为——杠铃比我嘴上说什么都管用。——每天的训练——早上六点到晚上八点。抓举、挺举、深蹲。手上全是茧。膝盖贴着膏药。——但当我站在赛场上，杠铃举过头顶的那一刻——全场安静了。然后——掌声。——那一刻，没有人说我""丑""。他们说的——是""太厉害了""。——我替所有被人说""你不行""的女孩——举起了这个重量。——不是为了金牌。是为了——让那些嘴巴闭上。"
635,635_退役乒乓球员的回忆——从容男声,退役乒乓球员的回忆——从容男声,退役乒乓球冠军,乒乓题材电影/纪录片,45–55岁,男,普通话，从容有国手的气度,从容、有国手的骄傲和对后辈的期待,中速偏慢，音量适中，有乒乓球的节奏感,我六岁开始打球。十二岁进省队。十八岁进国家队。打了二十多年。——乒乓球这个东西，看起来小，但里面的学问大着呢。旋转、落点、节奏——变化比任何运动都多。一板球，可以有几十种变化。你要在零点几秒之内做出判断。——最难的不是技术，是心态。大赛的时候——全世界都在看你。你的手在抖。但球不能抖。——我退役的那天，把球拍放在了桌上。看了它很久。这把拍子跟了我十五年。上面的胶皮换了无数次，但底板——一直是我师父给我的那一块。——现在我在教小朋友打球。有个孩子的手感特别好。也许——他将来能站到我站不到的领奖台。
636,636_双面间谍——压抑分裂男声,双面间谍——压抑分裂男声,同时为两个机构工作的双面间谍,谍战电影,30–40岁,男,普通话，有身份切换的微妙变化,压抑、分裂、不确定哪个身份才是真的自己,中速，音量偏低，像在两个面具之间切换,"早上八点，我向A组织汇报B组织的动向。下午三点，我向B组织汇报A组织的计划。晚上回到家——我对着镜子，问自己——""你到底是谁？""——我在A组织的朋友——他真的把我当朋友。上个月他过生日，请我喝了酒。他拍着我的肩膀说""兄弟，有你真好""。——而我知道——再过一周，我就要把他的行踪交给B组织。——我告诉自己——""这是工作。不要有感情。""但人不是机器。当你每天跟一个人吃饭、聊天、并肩作战——你没办法把他只是当成一个""目标""。——总有一天，纸会包不住火。到那一天——我不知道哪边会先杀我。"
637,637_退休特工——被追杀的平静男声,退休特工——被追杀的平静男声,隐姓埋名多年的退休特工,特工题材电影,55–65岁,男,普通话，表面平静，随时可以进入战斗,表面平静、骨子里依然危险,慢速，音量偏低，平静到令人不安,"我在这个小镇住了十二年了。开了一个五金店。邻居们叫我""老陈""。他们不知道——""老陈""不是我的真名。——今天早上，我在五金店门口看到了一辆黑色的轿车。停了三分钟。然后开走了。——普通人不会注意这种事。但我的身体——它记住了。心跳加速、瞳孔收缩、开始扫描周围所有出口。——十二年了。我以为我退休了。但这个行当——没有退休。只有——""消失""和""被找到""。——（回家后，从地板下面取出一个箱子）枪、三本护照、一叠现金。——对不起，""老陈""。你的好日子——到头了。"
638,638_女间谍伪装成秘书——双重身份女声,女间谍伪装成秘书——双重身份女声,伪装成敌方高官秘书的女间谍,谍战电影,25–32岁,女,在秘书角色和间谍角色之间无缝切换,秘书时恭顺专业，独处时冷静危险,秘书时中速适中，独处时更慢更低,（秘书模式）部长，您的咖啡。今天加了两块糖，和昨天一样。下午三点您有一个会议，资料我已经放在您桌上了。——需要我帮您确认一下行程吗？好的。——（下班后，独处模式，声音骤然变冷）文件复制完成。加密通道传输出去——三分钟后自动清除。——今天差点被发现了。他在看我的时候——眼神停了零点五秒。比平时长了零点三秒。——不能再拖了。下次进出他的办公室——就是最后一次。（深呼一口气）——（回家后，对着镜子）你还记得你真正的名字吗？——有时候——我也快忘了。
639,639_训练新特工的教官——冷酷训练者男声,训练新特工的教官——冷酷训练者男声,特工训练营教官,间谍电影训练段落,40–50岁,男,普通话，冷酷无情，训练时像在打造武器,"冷酷、严格、""这里不是课堂是战场""",中速，音量中高，训话时有压迫感,欢迎来到地狱。——从今天开始，你们不再是人。你们是——工具。国家的工具。——你们的名字、身份、过去——全部清零。从今天开始——你们只有编号。——哭什么？你以为间谍是在办公室里发邮件？你将在敌人的床上醒来，在朋友的葬礼上微笑，在敌人的酒会上跳舞——同时窃取他口袋里的文件。——你要学会——用谎言说真话，用微笑藏匕首。——训练为期六个月。六个月后——你们中的一半会被淘汰。另一半——将消失在世界上。不是死亡——是比死亡更安静的东西。——现在。去操场。跑二十圈。
640,640_密码破译员——脑力过载女声,密码破译员——脑力过载女声,情报机构密码破译员,谍战/密码战题材电影,25–35岁,女,普通话，有智力过人的专注和偶尔的焦灼,专注、焦灼、在灵感和瓶颈之间反复,思考时自言自语极快，突破时更急更高,"不对。这个频率不对。——如果我把它当成维吉尼亚密码——密钥长度是8。但解出来的内容是乱码。——等等。也许不是维吉尼亚。也许是——换位密码？——（敲键盘声）把字母重新排列——每七个一组——不对。每十一个——还是不对。——（突然停住）每十三个。十三。质数。他们用了质数作为间隔。——（键盘声加速）来了来了——""黎明行动。地点——北部港口。时间——""——（停住）解出来了。但我只有四十八小时。四十八小时。——（打电话）长官，截获的情报破解了。他们要在港口动手。——时间紧迫。我已经把坐标发过去了。"
641,641_间谍的不知情配偶——发现真相的震撼女声,间谍的不知情配偶——发现真相的震撼女声,发现丈夫是间谍的妻子,谍战家庭冲突电影,30–38岁,女,普通话，从信任到崩塌,震惊、背叛感、整个世界被颠覆,由慢到快，由低到高，质问时近乎崩溃,"你告诉我你是什么？进出口贸易？——（摔出一本假护照）这是什么？！你有三个护照！三个名字！三个不同的人生！——那你跟我——是真的还是假的？我们的结婚证上——写的是哪个名字？——你说话啊！——十年了。十年里你每次出差——我都信了。""去上海开会""""去广州见客户""——你到底去了哪里？！——你看着我的眼睛告诉我——你爱我吗？——你的沉默——已经是答案了。（声音碎裂）——我以为我嫁给了一个人。原来——我嫁给了一个谎言。"
642,642_敌方被捕间谍——宁死不屈男声,敌方被捕间谍——宁死不屈男声,被捕后受审讯的敌方间谍,谍战审讯场景,35–45岁,男,普通话，受伤但不屈,不屈、对信仰的忠诚、以沉默作为武器,慢速，音量偏低，受伤后的沙哑,"（审讯室）你问了三个小时了。我的答案没有变——我不知道。——你可以用刑。但我的身体——承受过比你更重的。——你问我的上线是谁？——你给我看的那张照片上的人——我不认识。——你笑了。你认为我在撒谎。——也许吧。但你知道什么是""忠诚""吗？忠诚不是因为你给我什么好处——是因为我信仰的东西——比你的审讯椅更硬。——你可以杀了我。但杀了我——你什么也得不到。——（更低声）这场游戏——你输了。不是因为我不说——是因为——你问错了人。"
643,643_监听员——孤独专注男声,监听员——孤独专注男声,长期监听目标人物的情报员,谍战/窃听题材电影,28–35岁,男,普通话，长期独处后的孤独和专注,"孤独、专注、对监听对象产生了不该有的""了解""",慢速，音量偏低，像在耳机旁自言自语,"我监听他已经四个月了。每天八小时。我听到他起床、刷牙、煮咖啡、打电话、跟妻子吵架、哄孩子睡觉。——我知道他喜欢在咖啡里加三勺糖。我知道他失眠的时候会弹吉他。我知道他女儿发烧那天——他在电话里哭了。——他对我来说——不是一个""目标编号""。他是一个活生生的人。而我——比任何人都了解他。虽然他不知道我的存在。——今天上级说""可以收网了""。——我摘下耳机的时候——愣了很久。四个月——八百多个小时——结束了。——但我心里有一个声音在说——""你欠他一句对不起。"""
644,644_谍报机构后勤人员——被忽视的普通男声,谍报机构后勤人员——被忽视的普通男声,情报机构中不起眼的后勤人员,谍战题材/职场喜剧,35–45岁,男,普通话，普通到没有存在感,平凡、自嘲、但有不起眼的英雄感,中速，音量适中，自嘲时更随意,你问我在这儿干什么？我是管文件的。——对，就是那个每天在档案室里待着、编号、盖章、存档的人。——你以为间谍机构里都是詹姆斯·邦德？九成的人跟我一样——坐办公室、喝速溶咖啡、抱怨打印机又卡纸了。——但你知道吗——有一次，前线特工需要一份十五年前的文件。所有数据库都查不到。但我——我记得。因为我整理过那份文件。编号C-1743。放在三号柜第七层。——那一次——是我救了行动。——（笑了笑）没有人记得。表彰名单上没有我。但无所谓。我知道就好。在间谍的世界里——记住东西的人，比会开枪的人更稀缺。
645,645_谍战片中的电报员——清脆敲击感女声,谍战片中的电报员——清脆敲击感女声,二战时期电报员,二战谍战电影,20–28岁,女,普通话，有战时的紧迫和清脆感,专注、紧迫、在手指间传递生死信息,中速偏快，音量适中，发送电报时有节奏感,"（电报机嘀嘀声）""代号夜莺。情报确认。敌军增援部队将于明日凌晨通过北部大桥。请立即部署伏击。——密码验证：秋海棠。——发报完毕。""——（放下耳机，深呼吸）这是今晚发出的第七条。每一条都关系到几百人的生死。——我的手指已经麻了。但不能停。前线在等。——有时候我会想——我发出去的每一条电报——有多少人能活着回来？——（自言自语）不想了。想太多——手会抖。手抖了——信号就乱了。——继续。下一条。"
646,646_公路片中的搭便车旅行者——故事感男声,公路片中的搭便车旅行者——故事感男声,搭便车穿越美国/中国的背包客,公路旅行电影,22–28岁,男,普通话，有在路上的自由感,自由、洒脱、对每一段路都充满好奇,中速，音量适中，像在副驾跟司机聊天,师傅，谢谢你停车。——我去哪？说实话——不知道。往西走。走到哪算哪。——你问我为什么不坐火车？因为火车太快了。快到你来不及看窗外的风景。搭便车不一样——每一程都是一个故事。昨天一个开卡车的大叔载了我三百公里，路上给我讲了他年轻时当兵的故事。前天一个卖西瓜的大姐载了我一百公里，走的时候还塞了我两个西瓜。——你问我怕不怕？怕过。但路上的人——比我想象的善良。——前面那个岔路口——随便往哪拐都行。反正——路的尽头，都是远方。
647,647_公路片中的争吵情侣——关系危机双声,公路片中的争吵情侣——关系危机双声,公路旅行中关系出现裂痕的情侣,公路爱情电影,25–32岁,男/女（对话形式）,普通话，有争吵时的针锋相对和脆弱,争吵、疲惫、爱还在但不知道怎么走下去,争吵时快且高，沉默时慢且低,"【女】""你能不能开慢点？""【男】""我已经开得很慢了。""【女】""你总觉得自己什么都对。""【男】""我哪句话说我什么都对了？""【女】""你不说但你做出来就是。""——（沉默十分钟）——【男】""……你饿不饿？前面有个服务区。""【女】""……随便。""——（服务区，两人坐在车里没下车）——【男】""我们为什么要出来旅行？""【女】""我以为出来走走会好一点。""【男】""好了吗？""【女】""……没有。""——（更长的沉默）——【男】""……但我不想回去。""【女】""……我也不想。""——【男】""那继续开？""【女】""嗯。继续开。"""
648,648_公路片中的退休老人自驾者——豁达男声,公路片中的退休老人自驾者——豁达男声,退休后独自自驾旅行的老人,老年公路旅行电影,65–72岁,男,普通话，有退休后的豁达和自驾的自由,"豁达、自在、""迟到的自由""",慢速，音量中等，像在车里自言自语,"这辆车是老伴在世的时候不让买的。她说""你都六十多了还开什么车""。——她走了以后，我做的第一件事——就是买了这辆车。——现在我一个人开在路上。后面放着帐篷、锅碗、一箱矿泉水。不赶路。累了就停。风景好就多待一天。——今天路过了一个湖。蓝得不像真的。我坐在湖边发了一下午的呆。什么都没想。——你知道人老了最怕什么？不是死。是——后悔。后悔年轻的时候说了""以后再去""。以后——太远了。——所以趁现在还走得动——我哪儿都去。"
649,649_公路片中的迷路外国游客——窘迫异国男声,公路片中的迷路外国游客——窘迫异国男声,在中国乡村迷路的外国背包客,跨国旅行喜剧电影,25–35岁,男,带明显外国口音的中文，语法偶尔出错,窘迫、好笑、对中国乡村充满好奇,中速偏慢（因为说中文需要思考），音量适中,你好……请问……这是什么地方？——什么？XX村？我以为我在XX镇！地图说我应该——（看手机）——手机没有信号了。——我是法国人。来中国旅行。——我本来要去……你们叫什么……西安？对。西安。但是我的GPS——就是那个……指路的东西——它把我带到了这里。——你们这里有旅馆吗？没有？那……吃的东西？——什么？你请我去你家吃饭？真的吗？——谢谢谢谢！中国人都这么好吗？——（到了家里）哇！这个菜——好辣！但是——好吃！非常好吃！——你们家的鸡——为什么在看我？它不喜欢外国人吗？
650,650_公路片中的灵性旅者——禅意女声,公路片中的灵性旅者——禅意女声,在路上寻找自我的灵性旅行者,文艺公路电影,28–35岁,女,普通话，有旅途中的沉淀感,平静、有禅意、在路上找到了内心的安静,慢速，音量轻柔，有旷野般的空间感,"我已经走了四个月了。从东到西。——出发的时候我不知道为什么要走。只是觉得——停在原地会窒息。——走了四个月以后，我发现——走和停没有区别。重要的不是你在不在移动——而是你的心——有没有安静下来。——今天在戈壁滩上，我坐了三个小时。什么都没做。就是看天。天很大。人很小。但""小""不是坏事。当你接受了自己的""小""——你就自由了。——我不急着到达任何地方。因为——我到的每一个地方，都是目的地。"
651,651_偷盗团伙老大——魅力男声,偷盗团伙老大——魅力男声,偷盗团伙策划人,偷盗/Heist电影,35–45岁,男,普通话，有绅士罪犯的魅力,魅力十足、运筹帷幄、享受过程,中速，音量适中，策划时从容优雅,"好了，各位。任务很简单——从博物馆里拿走那颗钻石。——（展开平面图）安保系统有三层。第一层——红外线。小李，你负责破解。第二层——密码锁。老赵，这是你的活。第三层——生物识别。指纹、虹膜、声纹。——所以——我们需要博物馆馆长的右手食指、左眼虹膜、以及他说""开门""时的声纹样本。——怎么获取？很简单。下周三是馆长的生日。我们送他一份""礼物""。——时间窗口——七分钟。从进去到出来——七分钟。多一秒——我们都得在监狱里过春节。——有问题吗？——好。行动代号——""月光""。"
652,652_偷盗电影中的安全专家——精密男声,偷盗电影中的安全专家——精密男声,偷盗团伙中的安全系统破解专家,Heist电影,28–35岁,男,普通话，有技术人员的精确和自信,精确、自信、对系统了如指掌,中速，音量适中，操作时自言自语,这套安保系统是第三代闭锁型——全封闭回路，任何一根线被切断都会触发警报。——但——它有一个弱点。供电。——所有的安保系统都需要电。这套系统有主电源和备用电源。主电源在地下二层。备用电源——在屋顶。——我们的方案是：同时切断两个电源。在系统重启的12秒窗口内——通过红外区域。12秒。跑一百二十米。平均每秒十米。——人类的极限速度是——每秒10.4米。——所以我们需要——一个跑得非常快的人。——（看向团队中的短跑手）你的工作——就是跑。跑得比你人生中任何一次都快。12秒。不多不少。
653,"653_偷盗电影中的""内鬼""——双面紧张男声","偷盗电影中的""内鬼""——双面紧张男声",偷盗团伙中暗中与警方合作的内鬼,Heist/犯罪电影,30–38岁,男,普通话，在团伙面前和警方面前两种状态,双面人的紧张、随时可能暴露的恐惧,在团伙中正常，在警方联络时更轻更快,（对团伙）放心，监控室的录像我已经替换了。你们有三十分钟的窗口。——（转身后，打电话给警方，声音骤然压低）他们后天动手。时间——凌晨两点。入口——地下停车场B2层。人数——六人。——你要保证——我的身份不暴露。如果你在他们面前叫我真名——我就死了。不是比喻——是字面意思。——（回到团伙面前，笑容恢复）兄弟们，一切就绪。就等后天了。——（内心独白）撑住。再撑两天。两天以后——这一切就结束了。——但愿。
654,"654_偷盗电影中的""手""——天赋手艺人男声","偷盗电影中的""手""——天赋手艺人男声",开锁/盗窃技术天手,Heist电影,25–35岁,男,普通话，有手艺人对手的骄傲,专注、骄傲、对手指的自信,中速偏慢（操作时更慢更细），音量偏低,"这把锁——德国制，十二个弹子，双向旋转。市面上号称""不可能打开""。——（拿出工具）给我四十秒。——听——第一个弹子。""咔。""第二个。""咔。""——你不要催我。催我手会抖。手抖了——锁就废了。——第七个弹子——有点卡。老锁了，有磨损。——慢慢来。感觉到了吗？那个微妙的""到位感""——像齿轮咬合。——第十一个。最后一个。——（极轻的""咔""声）——开了。三十七秒。比上次快了三秒。——你问我怎么做到的？练。一万个小时的练习。每一个弹子的触感——都刻在了我的手指记忆里。这双手——就是我的天赋。也是我的诅咒。"
655,655_偷盗电影中的收尾人——冷静善后男声,偷盗电影中的收尾人——冷静善后男声,"偷盗行动后的""善后专家""",Heist电影,40–50岁,男,普通话，冷静有序，有善后专家的条理性,冷静、有条不紊、善后比行动更重要,中速，音量适中，逐条交代,好了。东西拿到了。但——最重要的部分现在才开始。——第一，所有工具——全部销毁。不是藏起来——是销毁。粉碎、焚烧、冲进下水道。一件不留。——第二，衣物。今天穿的所有衣服——烧掉。包括内衣。纤维分析可以追溯到特定品牌和批次。——第三，车辆。开到指定地点，会有清障车处理。这辆车——四十八小时后将不存在于任何系统中。——第四，也是最重要的——钱。现在不能动。一分都不能动。存三个月。等风头过了——再洗。——你们觉得拿到东西就赢了？不是。安全地花掉——才是真正的赢。——好了。各回各家。一个月内——不要互相联系。
656,"656_办公室模仿纪录片中的""话痨经理""——自我感觉良好男声","办公室模仿纪录片中的""话痨经理""——自我感觉良好男声",办公室经理（类似《办公室》风格）,办公室Mockumentary喜剧,35–45岁,男,普通话，自我感觉良好，完全不知道同事对他的看法,自恋、自认为幽默、完全缺乏自我认知,中速偏快，音量中等，对着镜头说话时更有表演欲,"（对着镜头，假装悄悄话）你知道吗，这个办公室离了我——得散。——你看今天小张心情不好，我过去拍了拍他的肩膀说""加油""。他哭了。你看——我的共情能力就是这么强。——（小张在背景中翻了个白眼）——上周的团建我策划的。密室逃脱。有人说""无聊""。但那是他们不懂——密室逃脱可以培养团队协作能力。——（被员工叫走）来了来了——（对镜头）看到了吗？他们离不开我。（门关上后，员工们集体松了一口气）"
